zipCode,medianHouseholdIncome,latitude,longitude
49453,110139,42.661281,-86.178771
49454,61280,43.946348,-86.285058
49455,63621,43.610287,-86.378251
49456,92672,43.091147,-86.206467
49457,78225,43.351479,-86.145156
49458,113077,43.948109,-86.114867
49459,55806,43.736074,-86.095686
49460,101966,42.932375,-86.151244
49461,83363,43.37686,-86.331126
49464,98319,42.844796,-85.984799
49503,64661,42.96212,-85.659394
49504,70119,42.981579,-85.7107
49505,74906,42.996477,-85.637735
49506,118131,42.945748,-85.613839
49507,61461,42.930584,-85.655257
49508,70120,42.872994,-85.628015
49509,65132,42.897764,-85.693418
49512,71329,42.880121,-85.553203
49519,73762,42.895765,-85.71951
49525,94037,43.022168,-85.592115
49534,81657,42.964438,-85.787181
49544,74390,43.038932,-85.74657
49546,99343,42.93291,-85.535868
49548,61636,42.867826,-85.662972
49601,63498,44.242697,-85.539922
49611,101304,44.979986,-84.978744
49612,85156,44.863464,-85.224922
49613,77955,44.50612,-86.206892
49614,72250,44.445628,-86.111686
49615,79469,44.964551,-85.206629
49616,57982,44.579933,-86.090298
49617,74207,44.641515,-86.032239
49618,53654,44.302589,-85.590049
49619,62574,44.293058,-85.991212
49620,75192,44.516271,-85.686369
49621,95446,44.857781,-85.76991
49622,70098,45.075079,-85.267066
49623,60147,43.908889,-85.691816
49625,52583,44.43274,-85.858343
49626,50208,44.242818,-86.29251
49627,56196,45.112422,-85.358744
49628,114375,44.620998,-86.234097
49629,65302,44.918988,-85.390286
49630,106375,44.840524,-86.046492
49631,47174,43.916915,-85.259288
49632,46696,44.239007,-84.967889
49633,73681,44.562155,-85.185029
49634,47083,44.214721,-86.288768
49635,72422,44.625614,-86.193112
49636,119688,44.891248,-85.964596
49637,75000,44.636211,-85.71054
49638,45625,44.286973,-85.755675
49639,64388,43.84701,-85.408527
49640,83214,44.724471,-86.04736
49642,26950,43.904253,-85.783959
49643,81222,44.639738,-85.828944
49644,54013,44.111533,-85.917804
49645,56300,44.372119,-86.025418
49646,64863,44.719997,-85.036456
49648,93272,44.997686,-85.338808
49649,74656,44.563366,-85.525438
49650,87500,44.739836,-85.887151
49651,66406,44.398984,-85.106294
49653,85787,44.973631,-85.723949
49654,136563,45.009769,-86.136299
49655,65556,44.024932,-85.43205
49656,56656,44.055606,-85.697482
49657,76250,44.215267,-85.183625
49659,62308,44.905563,-85.034174
49660,65205,44.233751,-86.210649
49663,55733,44.42336,-85.393573
49664,77500,44.887981,-85.898639
49665,54265,44.100372,-85.132049
49667,45500,44.345956,-84.931109
49668,57583,44.40184,-85.713277
49670,116133,45.119283,-85.619724
49674,124803,45.047907,-85.591578
49675,64844,44.384164,-86.225376
49676,75781,44.843437,-85.294433
49677,59112,43.896335,-85.53535
49679,62120,43.878375,-85.158857
49680,77216,44.648125,-85.241466
49682,97813,44.988312,-85.647337
49683,61250,44.540521,-85.926894
49684,80788,44.762372,-85.685156
49685,84590,44.699632,-85.700684
49686,71609,44.849403,-85.542616
49688,63875,44.126516,-85.440211
49689,64070,44.211072,-85.910757
49690,108712,44.784314,-85.394673
49696,94803,44.674376,-85.487113
49701,44583,45.741789,-84.740904
49705,77500,45.348552,-84.463353
49706,76906,45.438274,-84.779397
49707,51396,45.094306,-83.476214
49709,51154,45.043661,-84.171382
49710,77656,46.276096,-84.176734
49712,74033,45.21121,-85.010975
49713,82563,45.220839,-84.845493
49715,63494,46.401119,-84.6925
49716,100179,45.509448,-84.749886
49718,48750,45.716626,-84.843092
49719,75156,45.990618,-84.322321
49720,77603,45.280509,-85.245046
49721,61174,45.574179,-84.455446
49722,87721,45.420846,-84.865106
49724,82321,46.32764,-84.390112
49725,55139,45.985831,-83.989467
49726,67232,46.003738,-83.615219
